NewsId,Comment,Sen,Con,lat,long
2,"Mama road is clear
No driving
No problem .. haha ??ha ...",neg,1,22,89.32
2,"If you know the number of children who got married, then it would have been better to have them",neg,1,22,89.29
2,,,,22,89.26
2,How long it lasted for two years!,neg,1,22,89.23
2,Amar Akon wait korci new divorce news sunar jonno ????,pos,1,22,89.2
2,Ai meye Ali jaker family bow hober joggota ase?,pos,1,22,89.17
2,"Hopefully before the end of the year .........

I can hear the good news of divorce ...",pos,1,22,89.14
2,Year warranty after one year guarantee,neg,1,22,89.11
2,"Old bottle of old bottles, what is so much of happiness",neg,1,22,89.08
2,Go for a rice spicy rice cake dumplings.,neg,1,22,89.05
2,Did you expect to go to Liton's house?,neg,1,22,89.02
2,"If the game has been played,
The country has already become independent",neg,1,22,88.99
2,When will a divorce ??,neg,1,22,88.96
2,Coming to read comments ??,pos,1,22,88.93
2,Congrs virgin Maltoo ??????,neg,1,22,88.9
2,Goodbye! Goodbye! The Prothom-alo scandal is so much news !?,neg,1,22,88.87
2,"After him, there is nothing in the Shalara News.",neg,1,22,88.84
2,When will a divorce?,neg,1,22,88.81
2,"If you marry after so many years, will you be able to cross the next day?",neg,0,22,88.78
2,What a caption foul kotogula,neg,0,22,88.75
2,I saw two drunken drinks in the middle of midnight.,neg,1,22,88.72
3,"Mamata Banerjee gradually progressed towards becoming a Prime Minister. It may be that the congress won the next election, and the Gandhi family put Mamata at the Prime Minister's chair.",neg,1,22,88.69
3,"""What is the likelihood of India's congress party so much?"" And why is Awamilig disliked so much. But the party is starting to like what is happening during this government's time.",neg,0,22,88.66
3,"Seku's party Mamata and Sonia Gandhi, while trying to live a life of patriotism, the BJP can not do anything. Mamata is a junky mother",neg,1,22,88.63
3,"Love Prothom Alo ?? East-West dui Bangla e Indiar jonno khub important. Religious issue from Hindusthan-Pakistan to Bangladesh Banglali hisabe Kolkata-Bangladesh er moddhe crisis created vul var politics, jar fole awesome Asham almost listened to the world. bujhte hobe, Bangladesh Kolkata bookings in Kolkata Indiay r in Bangladesh.",pos,1,22,88.6
3,"There is no profit coming in India's B, J.P.P. will come to power again Sonia Gandhi",neg,1,22,88.57
3,Both are Congress,neg,1,22,88.54
3,There is no profit,neg,1,22,88.51
3,Joy #Bangla ^_^ ^_^,neg,1,22.04,91.6
3,"oh,really love u.add me.plz",pos,1,22.04,91.57
3,What is the bell peep?,neg,1,22.04,91.54
3,Looks Oram,neg,1,22.04,91.51
4,Please do not allow any kind of structure or observations towers on that new island. Please let the nature on its own.,neg,1,22.04,91.48
4,"I hate Bangladesh Parjatan Corporation. They are destroyed a lot, no tourism in this island please. #savesundarbanstigers",neg,1,22.04,91.45
4,"Every institution of Bangladesh, river river boat ship houses, maybe one day, will become Bangabandhu ??????",pos,1,22.04,91.42
4,"Harmful request to the authorities concerned, please, in the new pond, you should build a safe natural habitat for wild animals.",pos,1,22.04,91.39
4,The bag is not mixed with no worm.,neg,1,22.04,91.36
4,"Promising for promotion through the admin, the request is that Hiron Point, and Alor Cool, the rural phone tower at the Charp Point of Dubal, many fishermen, patrons, naval forces, coastguards, crew of foreign ships, and forest department employees, I am very grateful to play that role",pos,1,22.04,91.33
4,"There is nothing to fear about the occupation of the Choupay Tiger, because now Dowans are more dangerous than the Choupe Tiger, thousands of times horrible. If you can find the impression of the monkeys' monsters.",neg,1,22.04,91.3
4,Please save the nature for us. Govt. should take proper step for new island's nature.,pos,1,22.04,91.27
4,"There is a word, the natural resources of a poor country are like a beautiful wife of a poor house. Now let's see what happens to the end of the grazing!",pos,1,22.04,91.24
4,"Luckily there is a tiger house, otherwise the land grab leaders occupied it?",pos,1,22.04,91.21
4,Tigers should be given the place of parliament building,neg,1,22.04,91.18
4,"Good news, please save them",neg,1,22.04,91.15
4,"Please stay away from sister, please do not discontinue sister",neg,1,22.04,91.12
4,Footprint seems to be the legs of the current tiger!,pos,1,22.04,91.09
4,Let the tiger be away from the world's most terrible creatures.,neg,1,22.04,91.06
4,The Tiger Mama finally realized that the existence of the place where he would live would be saved,pos,0,22.04,91.03
4,Knowing this is the benefit of tiger hunters,neg,1,22.04,91
4,Tigers sit on the new grape!,pos,1,22.04,90.97
4,:*  :*  :*,neg,1,22.04,90.94
4,"Detroit, Michigan !",neg,1,22.04,90.91
5,"If we can not afford to pay, then there is the general public. Now the price of rice will be 100 and drink 500",pos,0,22.04,90.88
5,"It is worth noting that the amount of 5000 crores of rupees is nothing, in terms of the finance minister,: -D: -D",pos,1,22.04,90.85
5,"Amy (24000) earns twenty-four thousand rupees,
I pay 3 lakh taka for the loan, how much does the bank do to me? Such as
1. Two GERMAN + ID Cards
2. Salary certificate
3. ID card
4. birth certificate
5. Bidute bill paper
6. Office ID Cards
7. Bank estimate +++
After giving all things, I am being sent to you, my loan is not passed because I want to tell you,
Those guerrators are not home in Dhaka?
I could give back the money so maybe ???
I should give 50 thousand rupees to that person because I will not take it for refunding money ...",neg,1,22.04,90.82
5,"Eating poor, how much money is sitting on the loan.
Everyone should stand beside the loaned brother.

Where are the people ... ??? Why is not the opening of the foo event to liberate him ...! Nah, the grace of the Bengali people has increased: '(",neg,1,22.04,90.79
5,"If he lacks 5 thousand crores, he does not say that his deficiency is over, otherwise we will raise the money,",neg,1,22.04,90.76
5,"Who is the only person who lends ???
They all took loan together. The labor and intellectuals spent behind them.
As a part of his political leader, he got a share, the bank official got a share, the witness he had got something. The applicant received what remains of the survival.",neg,0,22.04,90.73
5,"The banks are doing the same ... many new entrepreneurs are unable to sow their dreams in the absence of the money, and the one being given so much money is nothing but ridiculous ......",neg,1,22.04,90.7
5,"5 thousand why? If I give 10 thousand rupees but I do not have to do anything, I will not pay them with Tk 5 billion! Then they will say that Rin is not correct. The two will be fired by a temporary person, the last government, the liability is not taken by anyone, no one has taken the government .",neg,1,22.04,90.67
5,"What else can be said without robbery ... Where transparency and accountability does not have any name, there is no improvement and progress. There is a need to say that .. In the garden, hutum torture has been attacked, and now it is not the condition of the garden and what to say ?? ??",neg,1,22.04,90.64
5,"If the borrower credits the remaining Tk 4 billion with the commission of the senior officials of the bank, Tk 1000 crore to Tk 1000 crore, it would not be inappropriate! And there are hundreds of people who suffer from the burden of harmful tomatoes! Bankers and borrowers in this opportunity, millions of people! We are Liyakat Ali, we are busy with the blacksmith's shoe in these millionaire !!! My question is, who is this shame, mine, or this country? Dump",neg,1,22.04,90.61
5,"The interesting thing is that they did not take all the money together. Took 6 years. Loan is granted after loan loan can not be adjusted for the first year or the first two years. Such a big problem is that from bank branch manager to central bank, the top level cooks have been involved in joint ventures. All of them will have to pay all the money, and the jail will not be penalized from them, if necessary, they will sell the different parts of their body but they will give money.",pos,0,22.04,90.58
5,"is it a new thing...?
After that the bank will be bankrupt, the government will introduce new VAT system to save the banking industry. And the people of the VAT will drag the burden of the VAT. The VAT system will be able to borrow thousands of crores of taka for the VAT system, bank will be bankrupt again. The government will come forward to save the bank
Is it any more ...?
This is a rich process of the financial system of Bangladesh and the poor people of the poor have a rolling process.",neg,1,22.04,90.55
5,"A cow farmer wanted to pay 50 thousand taka for loan. I did not get the loan and I did not get the conditions provided in the agricultural bank. But there is no problem going to be worth thousands of crores of money. However, if the money given to the unemployed, they would have been self-sufficient and could contribute to the country's economy. How much oil will oil oil?",neg,1,22.04,90.52
5,"My personal impression is that there is a blame for the people here too. If the people of Bangladesh are living in the streets and people living in the streets of the country, then the name of their father will end in the thought of something in the world around the world. Who is alive, who is dead, there is no news of anyone ... People have become violent now .... Now all of the money ... Money can destroy the human race one day in this way ... and not only in Bangladesh but also in the whole world of business situation .... In this case, who is a bank 5 How is he paying billions of dollars ... !!!! Gaza has eaten. !!! What is the purpose of the Prothom-alo that is not written ... !!!! According to the work, the amount of money will be collected ... .. If there are big projects which are good for the country and the nation, if the 5 thousand to 500 thousand crore problem then what is the problem ... !!!! But we can understand what will be 5 billion crores in the unfriendly country ... People are not so stupid ... ????????",neg,1,22.04,90.49
5,"When all the government banks, stock markets, many private banks are empty, no one talks about it. One person has improved with 5000 crore rupees, one family unemployment has been eliminated. I do not think there is any place to speak after so much. Joy Bangla. The victory of Bengal",neg,1,22.04,90.46
5,100% of science students should be brought to the board. Students of science should be appointed because non-skilled banks are running the bank. The bank will have to give it to the Ministry of ICT or the Honorable Minister of Finance to be Finance Minister.,neg,1,22.04,90.43
5,"There is no one to say, no one to see .. Before the pond may be stolen Now the sea is stolen. Those who manage the debt, they will get 5/10 million. Where's the problem? The people are not I'll repay myself. If you increase the price, then the money will be raised in a few days. We'll chill out once or twice and then it will be all right. A new issue will be created. We'll be after that.",neg,1,22.04,90.4
5,"No matter how many comments we make, they will not be of any help. They will do their work. It will take no taka 5 thousand crores loan but there is no problem, but we, you, the general people, if we go to 5/10 thousand loan then the policy comes out. They do not need them, as the general public takes. So what is the profit by commenting, so little money will not be a problem.",neg,1,22.04,90.37
5,"Someone who wanted independence of independence, who has more freedom fighters, women, disabled and minority quota, it is lawful. And one million people in such a country? It does not matter, the country is covered in the cover of the development.",neg,1,22.04,90.34
5,"In the country, the amount of defaulter loan is increasing day by day, giving it a loan of over Rs 5000, 000000, encourages it to increase the amount of defaulter debt. Such a decision can never be accepted in every bank where there is a liquidity crisis. Now if Abul Maal thinks that there is nothing worth 5,000 billion, then the matter is different. Do not forget that Abul Maal's Servant ...",pos,1,22.04,90.31
5,"Bangladesh is such a strange country! It is also possible to give birth to a child in every country, even if it has the power, the law and the administration of Bangladesh work in the party. In the country where the paharis do not work to protect the country, the team works, it is possible all over the country.",pos,1,22.04,90.28
5,"When this Barakat is infringing the Islamic Bank, I suspect he is involved in any major illegal activity.
Because he did not hear the bad name of Hallmark or Basic Bank in his face
5000 crores of money is nothing but a loan of sixteen",neg,1,22.04,90.25
5,"I feel very brave. From my childhood, I also dreamed that I would be a major debtor. So if this was a little talked with a person, then I could go a little bit on the way to fulfill my dream of consulting his advice.",pos,1,22.04,90.22
5,"When all the government banks, stock markets, many private banks are empty, no one talks about it. One person has improved with 5000 crore rupees, one family unemployment has been eliminated. I do not think there is any place to speak after so much. Joy Bangla. The victory of Bengal",neg,1,22.04,90.19
5,"I do not understand that you do not want to be in the business of peace! The businessmen do not have any taka 5 billion taka. And that brother is not taking a loan to return. He can get 50-60 thousand crore rupees. How much money is smuggled, how much money should be secured to the brother?",neg,1,22.04,90.16
5,"Amy (24000) earns twenty-four thousand rupees,
I pay 3 lakh taka for the loan, how much does the bank do to me? Such as
1. Two GERMAN + ID Cards
2. Salary certificate
3. ID card
4. birth certificate
5. Bidute bill paper
6. Office ID Cards
7. Bank estimate +++
After giving all things, I am being sent to you, my loan is not passed because I want to tell you,
Those guerrators are not home in Dhaka?
I could give back the money so maybe ???
I should give 50 thousand rupees to that person because I will not take it for refunding money ... ??????",neg,1,22.04,90.13
5,"It is understood that our resources are unequal distributors! One gets 5,000 crores of rupees, the remaining 99 people will be in the quota ... all the people of development will be in the same class, balanced distribution of wealth.",pos,0,22.04,90.1
5,"Let's see who will win .. Haha ???? for # indebted love ???? For # Janata Bank, angry for ???? if u hate this topic : 3",pos,0,22.04,90.07
5,"They have trouble taking money back with debt,
More than giving a lot of hearing to many people, who gave one, now they have no tension,
Because of the difficulty of refunding money,
And they do not want to go in trouble,",neg,1,22.04,90.04
5,"5000 crores !! And nothing else! We will not give him a loan to the new entrepreneurs, who give robbery to the bank! Brother is the same principle of the maul sahib. There is no profit. We used to give oil to oil. But it is sad. 5000 crores At least 10000 new entrepreneurs could be created.",neg,1,22.04,90.01
5,"Ruling party member or business man taking advantage from the executive body of banks,because governing body members are selected by them.. Simple given taken matter",pos,0,22.04,89.98
5,Government should be taken drumstick punishment against this kind of job otherwise our economy will face miserable situation.,neg,1,22.04,89.95
5,daowa jaba 5000 koti taka to kesui na ........ jakana 400 koti takai naton bank ar unomodon naowa jai sakana kevaba 5000 koti taka rin dai? ami bangladesh ar nagorik amaka 1 lak takar jonno koto formality maintain korta hoi rrrr sakana 5000 hajar koti. Ajob amar sonar bangla,neg,1,22.04,89.92
5,What is the prothom of his illness? ha ??? digital Bangladesh has ekhu digital digital dewa hocche. only digital bektirai ei typer rin pay! called ki apnader yesterday ?? naki jonogoner sathe mos kore kore ??,neg,1,22.04,89.89
5,Montri Shahjahan khan definitely involved. Noyle kono bhabe eto taka pai na . Single borrower. No doubt.,neg,1,22.04,89.86
5,"We got to sweat sweat to earn two lakh taka by taking a monthly salary of 25,000 rupees. Even after NID, birth certificates, service certificates, granars, land records, bank state ments, blank checks have come back after being disappointed! And he is sitting alone with so much money! It seems we should be rewarded as Ultra Legend!",neg,1,22.04,89.83
5,"Countries of all possibilities!
Graduates are walking in the street without eating unemployed, while the other is the national resources! Big strange country! When the liberation from liberation!",pos,0,22.04,89.8
5,"It is said during the Awami League that the amount of money equivalent to a budget has been made, but it will be said less. Everything is going on in mutual waste policy. If you can not afford to be in power or in power, you will have to quit. Honesty is a VEC term, booky word There is no need to trust it. So that can loot such as. If the leaders do not give the workers without looting, they will not be in power. Whether it is Awami League or BNP.",neg,1,22.04,89.77
5,It is undoubtedly the bank's officials have been trying to steal the pond!,neg,1,22.04,89.74
5,This little money will not go away due to lack of money. I want to increase the amount of credit. And it is better if it is an off-take loan.,neg,1,22.04,89.71
5,"Brother, how do you see? The eyes are blinded to see these things. Forgive me more Reciprocity",neg,1,22.04,89.68
5,They will not be able to pay all the banks ?? The market of the competition is called. I will take loan from other banks like this. That is why I can be the fingerprints.,pos,1,22.04,89.65
5,"This money does not have a mother's mother ????
After five years, the person will be released by claiming bankruptcy!",neg,1,22.04,89.62
5,"Bismamillah Group's debt is about the same amount and almost the same amount, and more so much of the darvesh sab.",neg,1,22.04,89.59
5,"Seeing the matter as very positive. You can not hurt the consciousness for this little money. Our senses are much more expensive than that of millions of rupees. If you stand up, understand.",neg,0,22.04,89.56
5,Do not worry about whether people will be able to repay their legal liability of 5 rupees. But the public money is not worth 5 billion taka. There was no loan to get back here.,pos,1,22.04,89.53
5,"Its lion will be stolen, and the janitor will declare himself bankrupt !!!",neg,1,22.04,89.5
5,"Very normal Bangladesh has the potential to build potential and records. ""5000 crores"" ""It is possible to lend money to a single person,"" ""56% reserved quota"" """" ""In all government jobs, this world record of quota is possible in Bangladesh, then millions of the country's most circulated daily Application limit for ""35-year employment"" ""Monumental:"" For two weeks: :::: It also records. It is understood that all this is possible in this country, the journalists of this country have created record. And finally I say ""BNP may have a hand in the party, should be investigated""",pos,0,22.04,89.47
5,"Without seeing, the owner of the country has to do so. The Mallik is sitting sitting and seeing all the work of his work in Lutania. This is realistic.",neg,1,22.04,89.44
5,"How did people see the benefits of knowing if the government had won the public vote, then the opinion of the public would have been acceptable",neg,1,22.04,89.41
5,"My earnest request to the debtor, the bank, with a tolerable level of 5000 crore rupees, would give me such a loan",pos,1,22.04,89.38
5,Will the bridge build 5000 million by the bridge? Only 10-12 billion rupees will be my life set.,neg,1,22.04,89.35
5,"In no way see, because if you see the anti-state and anti-government work, which is a direct punishable crime under the Digital Security Act (2018). D: The banks can pay the bank's money and the amount of money is less than that.",neg,1,22.04,89.32
5,"First of all, it should be kept in mind that it is Bangladesh and this country has become the country of single people, we do not have anymore.",neg,1,22.04,89.29
5,Please wait for a 5k crore tk ... Sudhu can disturb koiren and..parle be 2k crore tk den ...,neg,1,22.04,89.26
5,"The country is full of irregularities! Who is loading in place! Since the independence of the bank so much irregularity never before! Where the country's money is not punished without stolen money, there is nothing in this incident !!
Everyone's politics of power, country development is a capital! We are just the ordinary people in the previous place! Only political leaders have been changed!",neg,1,22.04,89.23
5,Khaleda Zia is going to be nude to the case of only 2 crore taka. And others are playing dolls with tens of thousands of taka !! What power is !!!,neg,1,22.04,89.2
5,Harilut .. A person of a bank of the state (Janata Bank) alone will have a loan of 5 thousand crore taka,neg,1,22.04,89.17
5,"Looted The burden of which will be to the people of the country. And this money was not taken alone. There is a lot of depression. Like the joke, the country wasted.",neg,1,22.04,89.14
5,"How I see what will happen! How do people see what they are thinking, what do you gain by thinking?",neg,1,22.04,89.11
5,"I do not see anything like that, but it can also be seen that the basic bank will be destroyed like this",neg,1,22.04,89.08
5,Did not know what gave? Who will divide it from here to another The government is busy to loot the bank. The applicant has been used only.,neg,1,22.04,89.05
5,"Looking very well !!! Dr. Abul Barakatra is the enemy of the country. But you have promoted them, oil is ....",pos,0,22.04,89.02
5,"It is worth noting that the amount of 5000 crores of rupees is nothing, in terms of the finance minister,: -D: -D",pos,1,22.04,88.99
5,"If we can not afford to pay, then there is the general public. Now the price of rice will be 100 and drink 500",pos,0,22.04,88.96
5,"It has been given in the spirit of liberation war.
Here I do not see anything wrong.",neg,1,22.04,88.93
5,"It has been said so long that there is no poor in the country, and now trying to prove that the country is not poor!
Pro-travel initiative! Thank you, who is the Banking Sector :-D",neg,1,22.04,88.9
5,"anondo sohokare deksi ...
now it's been a long time ago",neg,1,22.04,88.87
5,scam in all direction.. with political influence,neg,1,22.04,88.84
5,"Very good work, we have publicly appreciated Janata Bank.
In this way, they have been arrested by the people of the city.",pos,1,22.04,88.81
5,Will the bridge build 5000 million by the bridge? So my life is set to be 10-12 crore taka.,neg,1,22.04,88.78
5,"Ask them to ask for permission from them. Otherwise, 32 teeth will drop 32 teeth.",neg,1,22.04,88.75
5,"After seeing the post, I got blinded by the whole line, I can not see anything! So I am sorry to say that I have not seen the issue in any way.",neg,1,22.04,88.72
5,"I think what you think comes in! The bank whose power comes, will loot the bank. They can not cut a Hindi hair !!!",neg,1,22.04,88.69
5,"The bank is a service provider, I do not have to pay income. The service is not to get back. With the tax of the public tax, the banks came forward to give more services, so that the banks of the bigger ones could serve more.",neg,1,22.04,88.66
5,"You do not have any advantage of how I see it. What is being said about ordinary people's money? One government will come, the country ends with their father-in-law property that thinks they will get plundered",neg,1,22.04,88.63
5,The gov.try to destruction this country.,neg,1,22.04,88.6
5,"I look very well and I support.
Let me know if I give it The next thing that has not been given back. Be the first millionaire!",neg,0,22.04,88.57
5,"There is no problem if there is a default, and if a poor farmer can not pay with the loan, then the rope will be reduced.",neg,1,22.04,88.54
5,"If you can not repay the individual, you will be able to lend a common person and you will not be able to shed the blood of our common people. For example, Beximco Walton Company is not only a car of huge wealth but also in the minds of repayment of bank loans. Again, the government will see that the Sisters of the Foundation and the government will swallow us. This is the development.",pos,1,22.04,88.51
5,"With the thought of sobbing, he has entered some pockets, and the country is going to do the same.",neg,1,22.08,91.6
5,"5 thousand kuti money can not be written in many calculators. Should not be given any money in such a way. 5 thousand cottage taka, 5 thousand people, 5 thousand people will be able to house in Begum para, and if 10 thousand people are given, then they can house in London - Amiray I want to know that there is no costly loan to lend money from the bank, how much money is required to take a loan from a common farmer bank, and if no loan is passed without a bribe, it is also possible to give 5 thousand cottage loan to one person .",pos,0,22.08,91.57
5,What are you going to do? Please do not send any queries I'm sorry to see you Kosta sei amakei korte hobe A r noton ki? Moja to razarai lote !!!!!,neg,1,22.08,91.54
5,"This is the achievement of this govt. Don't forget to vote them again Dear, mango people.",neg,1,22.08,91.51
5,I see it in a very normal way ... because the man was poor and so the poor banker lent him some money ... it is nothing bad and there is nothing to do politics about it ?? ?? ????,neg,1,22.08,91.48
5,"Aguato joke ... Mango gathering mango cro .. Through this Bhadaimma news, mango gathering mango will never be bamboo and never .... We do not like to take bamboo ...",neg,1,22.08,91.45
5,"The country's minister, which has a little about Rs 4,000 crore, could have a banking sector.",neg,1,22.08,91.42
5,"Due to the blind support of the Awami League, the blind journalist of a class comes to the rescue.",neg,1,22.08,91.39
5,"It is unusual for me to give a loan of five thousand rupees to a person, but it is normal for those who are giving it. Their regulator does not like to comment on these. Will we make jokes in our light?",pos,0,22.08,91.36
5,It is totally unreasonable. I do not think there is a person able to repay so much money in Bangladesh,neg,1,22.08,91.33
