NewsId,Sen,Con,lat,long
2,pos,1,22,89.2
2,pos,1,22,89.17
2,pos,1,22,89.14
2,neg,1,22,89.11
2,neg,1,22,89.08
2,neg,1,22,89.05
2,neg,1,22,89.02
2,neg,1,22,88.99
2,neg,1,22,88.96
2,pos,1,22,88.93
2,neg,1,22,88.9
2,neg,1,22,88.87
2,neg,1,22,88.84
2,neg,1,22,88.81
2,neg,0,22,88.78
2,neg,0,22,88.75
2,neg,1,22,88.72
3,neg,1,22,88.69
3,neg,0,22,88.66
3,neg,1,22,88.63
3,pos,1,22,88.6
3,neg,1,22,88.57
3,neg,1,22,88.54
3,neg,1,22,88.51
3,neg,1,22.04,91.6
3,pos,1,22.04,91.57
3,neg,1,22.04,91.54
3,neg,1,22.04,91.51
4,neg,1,22.04,91.48
4,neg,1,22.04,91.45
4,pos,1,22.04,91.42
4,pos,1,22.04,91.39
4,neg,1,22.04,91.36
4,pos,1,22.04,91.33
4,neg,1,22.04,91.3
4,pos,1,22.04,91.27
4,pos,1,22.04,91.24
4,pos,1,22.04,91.21
4,neg,1,22.04,91.18
4,neg,1,22.04,91.15
4,neg,1,22.04,91.12
4,pos,1,22.04,91.09
4,neg,1,22.04,91.06
4,pos,0,22.04,91.03
4,neg,1,22.04,91
4,pos,1,22.04,90.97
4,neg,1,22.04,90.94
4,neg,1,22.04,90.91
5,pos,0,22.04,90.88
5,pos,1,22.04,90.85
5,neg,1,22.04,90.82
5,neg,1,22.04,90.79
5,neg,1,22.04,90.76
5,neg,0,22.04,90.73
5,neg,1,22.04,90.7
5,neg,1,22.04,90.67
5,neg,1,22.04,90.64
5,neg,1,22.04,90.61
5,pos,0,22.04,90.58
5,neg,1,22.04,90.55
5,neg,1,22.04,90.52
5,neg,1,22.04,90.49
5,neg,1,22.04,90.46
5,neg,1,22.04,90.43
5,neg,1,22.04,90.4
5,neg,1,22.04,90.37
5,neg,1,22.04,90.34
5,pos,1,22.04,90.31
5,pos,1,22.04,90.28
5,neg,1,22.04,90.25
5,pos,1,22.04,90.22
5,neg,1,22.04,90.19
5,neg,1,22.04,90.16
5,neg,1,22.04,90.13
5,pos,0,22.04,90.1
5,pos,0,22.04,90.07
5,neg,1,22.04,90.04
5,neg,1,22.04,90.01
5,pos,0,22.04,89.98
5,neg,1,22.04,89.95
5,neg,1,22.04,89.92
5,neg,1,22.04,89.89
5,neg,1,22.04,89.86
5,neg,1,22.04,89.83
5,pos,0,22.04,89.8
5,neg,1,22.04,89.77
5,neg,1,22.04,89.74
5,neg,1,22.04,89.71
5,neg,1,22.04,89.68
5,pos,1,22.04,89.65
5,neg,1,22.04,89.62
5,neg,1,22.04,89.59
5,neg,0,22.04,89.56
5,pos,1,22.04,89.53
5,neg,1,22.04,89.5
5,pos,0,22.04,89.47
5,neg,1,22.04,89.44
5,neg,1,22.04,89.41
5,pos,1,22.04,89.38
5,neg,1,22.04,89.35
5,neg,1,22.04,89.32
5,neg,1,22.04,89.29
5,neg,1,22.04,89.26
5,neg,1,22.04,89.23
5,neg,1,22.04,89.2
5,neg,1,22.04,89.17
5,neg,1,22.04,89.14
5,neg,1,22.04,89.11
5,neg,1,22.04,89.08
5,neg,1,22.04,89.05
5,pos,0,22.04,89.02
5,pos,1,22.04,88.99
5,pos,0,22.04,88.96
5,neg,1,22.04,88.93
5,neg,1,22.04,88.9
5,neg,1,22.04,88.87
5,neg,1,22.04,88.84
5,pos,1,22.04,88.81
5,neg,1,22.04,88.78
5,neg,1,22.04,88.75
5,neg,1,22.04,88.72
5,neg,1,22.04,88.69
5,neg,1,22.04,88.66
5,neg,1,22.04,88.63
5,neg,1,22.04,88.6
5,neg,0,22.04,88.57
5,neg,1,22.04,88.54
5,pos,1,22.04,88.51
5,neg,1,22.08,91.6
5,pos,0,22.08,91.57
5,neg,1,22.08,91.54
5,neg,1,22.08,91.51
5,neg,1,22.08,91.48
5,neg,1,22.08,91.45
5,neg,1,22.08,91.42
5,neg,1,22.08,91.39
5,pos,0,22.08,91.36
5,neg,1,22.08,91.33
5,neg,1,22.08,91.3
5,neg,1,22.08,91.27
5,pos,1,22.08,91.24
5,neg,0,22.08,91.21
5,neg,1,22.08,91.18
5,pos,0,22.08,91.15
5,pos,1,22.08,91.12
5,pos,1,22.08,91.09
5,neg,1,22.08,91.06
5,neg,1,22.08,91.03
5,neg,1,22.08,91
5,neg,1,22.08,90.97
5,pos,1,22.08,90.94
5,neg,1,22.08,90.91
5,neg,1,22.08,90.88
5,neg,0,22.08,90.85
5,neg,1,22.08,90.82
5,neg,1,22.08,90.79
5,neg,1,22.08,90.76
5,neg,1,22.08,90.73
5,neg,1,22.08,90.7
5,neg,1,22.08,90.67
5,neg,1,22.08,90.64
5,pos,1,22.08,90.61
5,neg,1,22.08,90.58
5,neg,1,22.08,90.55
5,neg,0,22.08,90.52
5,neg,1,22.08,90.49
5,neg,1,22.08,90.46
5,neg,1,22.08,90.43
5,neg,1,22.08,90.4
5,neg,1,22.08,90.37
5,pos,0,22.08,90.34
5,neg,1,22.08,90.31
5,pos,1,22.08,90.28
5,neg,1,22.08,90.25
5,neg,1,22.08,90.22
5,neg,1,22.08,90.19
5,pos,1,22.08,90.16
5,neg,1,22.08,90.13
5,pos,1,22.08,90.1
5,neg,1,22.08,90.07
5,neg,1,22.08,90.04
5,neg,1,22.08,90.01
5,pos,1,22.08,89.98
5,pos,1,22.08,89.95
5,neg,1,22.08,89.92
5,neg,1,22.08,89.89
5,neg,1,22.08,89.86
5,neg,1,22.08,89.83
5,neg,1,22.08,89.8
5,pos,1,22.08,89.77
5,neg,1,22.08,89.74
5,neg,1,22.08,89.71
5,neg,1,22.08,89.68
5,neg,0,22.08,89.65
5,pos,1,22.08,89.62
5,neg,1,22.08,89.59
5,neg,1,22.08,89.56
5,pos,1,22.08,89.53
5,pos,1,22.08,89.5
5,neg,1,22.08,89.47
5,neg,1,22.08,89.44
5,neg,1,22.08,89.41
5,,,22.08,89.38
5,pos,1,22.08,89.35
5,neg,0,22.08,89.32
5,neg,1,22.08,89.29
5,neg,1,22.08,89.26
5,neg,1,22.08,89.23
5,pos,1,22.08,89.2
5,neg,1,22.08,89.17
5,neg,1,22.08,89.14
5,neg,1,22.08,89.11
5,neg,1,22.08,89.08
5,pos,1,22.08,89.05
5,neg,1,22.08,89.02
5,neg,1,22.08,88.99
5,pos,1,22.08,88.96
5,neg,1,22.08,88.93
5,neg,1,22.08,88.9
5,pos,1,22.08,88.87
5,pos,1,22.08,88.84
5,pos,1,22.08,88.81
5,neg,1,22.08,88.78
5,neg,1,22.08,88.75
5,pos,1,22.08,88.72
5,neg,1,22.08,88.69
5,neg,1,22.08,88.66
5,neg,1,22.08,88.63
5,neg,1,22.08,88.6
5,pos,1,22.08,88.57
5,pos,0,22.08,88.54
5,pos,0,22.08,88.51
5,pos,0,22.12,91.6
5,neg,1,22.12,91.57
5,neg,1,22.12,91.54
5,neg,1,22.12,91.51
5,neg,1,22.12,91.48
5,neg,1,22.12,91.45
5,neg,1,22.12,91.42
5,neg,0,22.12,91.39
5,neg,1,22.12,91.36
5,neg,1,22.12,91.33
5,neg,1,22.12,91.3
5,neg,1,22.12,91.27
5,neg,1,22.12,91.24
5,pos,1,22.12,91.21
5,neg,1,22.12,91.18
5,neg,1,22.12,91.15
5,pos,0,22.12,91.12
5,neg,1,22.12,91.09
5,neg,1,22.12,91.06
5,pos,1,22.12,91.03
5,neg,1,22.12,91
5,neg,1,22.12,90.97
5,pos,1,22.12,90.94
5,pos,1,22.12,90.91
5,neg,1,22.12,90.88
5,neg,1,22.12,90.85
5,neg,1,22.12,90.82
5,neg,1,22.12,90.79
5,neg,0,22.12,90.76
5,neg,1,22.12,90.73
5,neg,0,22.12,90.7
5,pos,1,22.12,90.67
5,neg,1,22.12,90.64
5,pos,1,22.12,90.61
5,neg,1,22.12,90.58
5,pos,1,22.12,90.55
5,pos,0,22.12,90.52
5,neg,1,22.12,90.49
5,neg,1,22.12,90.46
5,neg,1,22.12,90.43
5,pos,1,22.12,90.4
5,neg,1,22.12,90.37
5,pos,1,22.12,90.34
5,neg,1,22.12,90.31
5,neg,1,22.12,90.28
5,neg,1,22.12,90.25
5,neg,1,22.12,90.22
5,pos,0,22.12,90.19
5,neg,1,22.12,90.16
5,pos,1,22.12,90.13
5,pos,0,22.12,90.1
5,neg,1,22.12,90.07
5,neg,1,22.12,90.04
5,pos,0,22.12,90.01
5,neg,1,22.12,89.98
5,pos,1,22.12,89.95
5,neg,1,22.12,89.92
5,pos,1,22.12,89.89
5,neg,1,22.12,89.86
5,neg,1,22.12,89.83
5,neg,1,22.12,89.8
5,neg,1,22.12,89.77
5,neg,1,22.12,89.74
5,neg,0,22.12,89.71
5,neg,0,22.12,89.68
5,neg,1,22.12,89.65
5,neg,1,22.12,89.62
5,pos,0,22.12,89.59
5,neg,1,22.12,89.56
5,pos,1,22.12,89.53
5,neg,1,22.12,89.5
5,neg,1,22.12,89.47
5,neg,1,22.12,89.44
5,neg,1,22.12,89.41
5,neg,1,22.12,89.38
5,neg,1,22.12,89.35
5,neg,1,22.12,89.32
5,pos,1,22.12,89.29
5,neg,1,22.12,89.26
5,pos,1,22.12,89.23
5,neg,1,22.12,89.2
5,neg,1,22.12,89.17
5,neg,1,22.12,89.14
5,neg,1,22.12,89.11
5,neg,1,22.12,89.08
5,neg,1,22.12,89.05
5,neg,1,22.12,89.02
5,pos,0,22.12,88.99
5,pos,1,22.12,88.96
5,neg,1,22.12,88.93
5,pos,1,22.12,88.9
5,neg,1,22.12,88.87
5,pos,0,22.12,88.84
5,neg,1,22.12,88.81
5,neg,1,22.12,88.78
5,pos,1,22.12,88.75
5,pos,1,22.12,88.72
5,pos,1,22.12,88.69
5,pos,1,22.12,88.66
5,pos,0,22.12,88.63
5,neg,1,22.12,88.6
5,neg,1,22.12,88.57
5,neg,1,22.12,88.54
5,neg,1,22.12,88.51
5,neg,1,22.16,91.6
5,pos,0,22.16,91.57
5,neg,1,22.16,91.54
5,neg,1,22.16,91.51
5,neg,1,22.16,91.48
5,neg,1,22.16,91.45
5,neg,1,22.16,91.42
5,neg,1,22.16,91.39
5,neg,1,22.16,91.36
5,neg,1,22.16,91.33
5,neg,1,22.16,91.3
5,neg,1,22.16,91.27
5,neg,1,22.16,91.24
5,neg,1,22.16,91.21
5,neg,1,22.16,91.18
5,neg,1,22.16,91.15
5,neg,1,22.16,91.12
5,neg,1,22.16,91.09
5,neg,1,22.16,91.06
5,pos,0,22.16,91.03
5,pos,1,22.16,91
5,pos,1,22.16,90.97
5,neg,0,22.16,90.94
5,neg,1,22.16,90.91
5,neg,1,22.16,90.88
5,neg,1,22.16,90.85
5,pos,1,22.16,90.82
5,pos,0,22.16,90.79
5,pos,1,22.16,90.76
5,neg,1,22.16,90.73
5,neg,1,22.16,90.7
5,pos,0,22.16,90.67
5,neg,1,22.16,90.64
5,pos,0,22.16,90.61
5,neg,1,22.16,90.58
5,neg,1,22.16,90.55
5,neg,1,22.16,90.52
5,neg,1,22.16,90.49
5,neg,1,22.16,90.46
5,neg,1,22.16,90.43
5,neg,1,22.16,90.4
5,neg,1,22.16,90.37
5,pos,1,22.16,90.34
5,neg,1,22.16,90.31
5,neg,1,22.16,90.28
5,neg,1,22.16,90.25
5,neg,1,22.16,90.22
5,neg,1,22.16,90.19
5,neg,1,22.16,90.16
5,neg,1,22.16,90.13
5,neg,1,22.16,90.1
5,neg,1,22.16,90.07
5,neg,1,22.16,90.04
5,neg,1,22.16,90.01
5,neg,1,22.16,89.98
5,neg,1,22.16,89.95
5,pos,0,22.16,89.92
5,pos,1,22.16,89.89
5,neg,1,22.16,89.86
5,neg,1,22.16,89.83
5,pos,1,22.16,89.8
5,pos,1,22.16,89.77
5,pos,1,22.16,89.74
5,neg,1,22.16,89.71
5,neg,1,22.16,89.68
5,neg,1,22.16,89.65
5,neg,1,22.16,89.62
5,neg,1,22.16,89.59
5,neg,1,22.16,89.56
5,neg,1,22.16,89.53
5,neg,1,22.16,89.5
5,neg,1,22.16,89.47
5,pos,1,22.16,89.44
5,pos,0,22.16,89.41
5,neg,1,22.16,89.38
5,neg,1,22.16,89.35
5,neg,1,22.16,89.32
5,neg,1,22.16,89.29
5,pos,1,22.16,89.26
5,neg,1,22.16,89.23
5,neg,1,22.16,89.2
5,pos,1,22.16,89.17
5,pos,1,22.16,89.14
5,neg,1,22.16,89.11
5,pos,1,22.16,89.08
5,neg,1,22.16,89.05
5,neg,1,22.16,89.02
5,neg,1,22.16,88.99
5,neg,1,22.16,88.96
5,neg,1,22.16,88.93
5,neg,1,22.16,88.9
5,neg,1,22.16,88.87
5,neg,1,22.16,88.84
5,neg,1,22.16,88.81
5,pos,0,22.16,88.78
5,neg,1,22.16,88.75
5,neg,1,22.16,88.72
5,neg,1,22.16,88.69
5,neg,1,22.16,88.66
5,neg,1,22.16,88.63
6,,,22.16,88.6
6,pos,1,22.16,88.57
6,neg,1,22.16,88.54
6,pos,0,22.16,88.51
6,neg,1,22.2,91.6
6,neg,1,22.2,91.57
6,neg,1,22.2,91.54
6,neg,1,22.2,91.51
6,neg,1,22.2,91.48
6,neg,1,22.2,91.45
6,neg,1,22.2,91.42
6,neg,1,22.2,91.39
6,neg,1,22.2,91.36
6,neg,1,22.2,91.33
6,pos,1,22.2,91.3
6,neg,0,22.2,91.27
6,neg,1,22.2,91.24
6,neg,1,22.2,91.21
6,neg,1,22.2,91.18
6,pos,1,22.2,91.15
6,neg,1,22.2,91.12
6,neg,1,22.2,91.09
6,neg,1,22.2,91.06
6,pos,1,22.2,91.03
6,neg,1,22.2,91
6,neg,1,22.2,90.97
6,neg,1,22.2,90.94
6,neg,1,22.2,90.91
6,neg,1,22.2,90.88
6,neg,1,22.2,90.85
6,pos,0,22.2,90.82
6,pos,1,22.2,90.79
6,neg,1,22.2,90.76
6,neg,1,22.2,90.73
6,neg,1,22.2,90.7
7,neg,1,22.2,90.67
7,neg,1,22.2,90.64
7,neg,1,22.2,90.61
7,neg,1,22.2,90.58
7,neg,1,22.2,90.55
7,neg,1,22.2,90.52
7,neg,1,22.2,90.49
7,neg,1,22.2,90.46
7,neg,1,22.2,90.43
7,neg,1,22.2,90.4
7,neg,1,22.2,90.37
7,pos,1,22.2,90.34
7,,,22.2,90.31
7,neg,1,22.2,90.28
7,pos,1,22.2,90.25
7,neg,1,22.2,90.22
7,pos,0,22.2,90.19
7,neg,1,22.2,90.16
7,neg,1,22.2,90.13
7,neg,1,22.2,90.1
7,neg,1,22.2,90.07
7,neg,1,22.2,90.04
7,neg,1,22.2,90.01
7,neg,1,22.2,89.98
7,pos,1,22.2,89.95
7,pos,0,22.2,89.92
7,neg,1,22.2,89.89
7,pos,1,22.2,89.86
7,neg,1,22.2,89.83
7,neg,1,22.2,89.8
7,pos,1,22.2,89.77
7,neg,1,22.2,89.74
7,neg,1,22.2,89.71
7,neg,1,22.2,89.68
7,neg,1,22.2,89.65
7,neg,1,22.2,89.62
7,pos,1,22.2,89.59
7,neg,1,22.2,89.56
7,neg,1,22.2,89.53
7,,,22.2,89.5
7,neg,1,22.2,89.47
7,,,22.2,89.44
7,neg,1,22.2,89.41
7,neg,1,22.2,89.38
7,neg,1,22.2,89.35
7,neg,1,22.2,89.32
7,neg,1,22.2,89.29
7,neg,1,22.2,89.26
7,neg,1,22.2,89.23
7,neg,1,22.2,89.2
7,neg,1,22.2,89.17
7,neg,0,22.2,89.14
7,neg,1,22.2,89.11
7,pos,1,22.2,89.08
8,neg,1,22.2,89.05
8,neg,1,22.2,89.02
8,neg,1,22.2,88.99
8,pos,1,22.2,88.96
8,pos,1,22.2,88.93
8,pos,1,22.2,88.9
8,neg,0,22.2,88.87
8,neg,1,22.2,88.84
8,neg,1,22.2,88.81
8,neg,1,22.2,88.78
8,neg,1,22.2,88.75
8,neg,1,22.2,88.72
8,neg,1,22.2,88.69
8,neg,1,22.2,88.66
8,neg,1,22.2,88.63
8,neg,1,22.2,88.6
8,neg,1,22.2,88.57
9,pos,1,22.2,88.54
9,neg,1,22.2,88.51
9,pos,1,22.24,91.6
9,neg,0,22.24,91.57
9,neg,1,22.24,91.54
9,neg,0,22.24,91.51
9,neg,1,22.24,91.48
9,neg,1,22.24,91.45
9,neg,1,22.24,91.42
9,neg,1,22.24,91.39
10,neg,0,22.24,91.36
10,pos,1,22.24,91.33
10,pos,1,22.24,91.3
10,neg,1,22.24,91.27
10,neg,1,22.24,91.24
10,neg,1,22.24,91.21
10,neg,1,22.24,91.18
10,neg,1,22.24,91.15
10,pos,1,22.24,91.12
10,neg,1,22.24,91.09
10,pos,0,22.24,91.06
10,pos,0,22.24,91.03
10,neg,1,22.24,91
10,neg,0,22.24,90.97
10,pos,1,22.24,90.94
10,neg,1,22.24,90.91
10,neg,1,22.24,90.88
10,neg,1,22.24,90.85
10,neg,1,22.24,90.82
10,neg,1,22.24,90.79
10,neg,1,22.24,90.76
10,pos,0,22.24,90.73
10,neg,0,22.24,90.7
10,neg,1,22.24,90.67
10,neg,1,22.24,90.64
10,neg,1,22.24,90.61
10,neg,1,22.24,90.58
10,neg,1,22.24,90.55
10,neg,1,22.24,90.52
10,neg,1,22.24,90.49
10,neg,1,22.24,90.46
10,pos,1,22.24,90.43
10,neg,1,22.24,90.4
10,neg,1,22.24,90.37
11,neg,1,22.24,90.34
11,pos,1,22.24,90.31
11,neg,1,22.24,90.28
11,neg,0,22.24,90.25
11,neg,1,22.24,90.22
11,neg,1,22.24,90.19
11,neg,1,22.24,90.16
11,neg,0,22.24,90.13
11,pos,1,22.24,90.1
11,neg,1,22.24,90.07
11,neg,1,22.24,90.04
11,neg,1,22.24,90.01
11,neg,1,22.24,89.98
11,neg,1,22.24,89.95
12,pos,0,22.24,89.92
12,,,22.24,89.89
12,neg,1,22.24,89.86
12,pos,1,22.24,89.83
12,neg,1,22.24,89.8
12,pos,1,22.24,89.77
12,pos,0,22.24,89.74
12,neg,1,22.24,89.71
12,neg,1,22.24,89.68
12,neg,0,22.24,89.65
12,pos,0,22.24,89.62
12,neg,1,22.24,89.59
12,pos,0,22.24,89.56
12,neg,1,22.24,89.53
12,neg,1,22.24,89.5
12,pos,1,22.24,89.47
12,neg,1,22.24,89.44
12,pos,1,22.24,89.41
12,pos,1,22.24,89.38
12,neg,0,22.24,89.35
12,pos,1,22.24,89.32
12,neg,1,22.24,89.29
12,neg,1,22.24,89.26
12,neg,1,22.24,89.23
12,neg,1,22.24,89.2
12,pos,1,22.24,89.17
12,pos,1,22.24,89.14
12,pos,1,22.24,89.11
12,neg,0,22.24,89.08
12,pos,0,22.24,89.05
12,neg,1,22.24,89.02
12,neg,0,22.24,88.99
12,neg,1,22.24,88.96
12,neg,1,22.24,88.93
12,neg,1,22.24,88.9
12,neg,1,22.24,88.87
12,neg,1,22.24,88.84
12,neg,1,22.24,88.81
12,pos,1,22.24,88.78
12,,,22.24,88.75
12,neg,1,22.24,88.72
12,neg,1,22.24,88.69
12,neg,1,22.24,88.66
12,neg,1,22.24,88.63
12,neg,1,22.24,88.6
12,neg,1,22.24,88.57
12,neg,1,22.24,88.54
12,pos,1,22.24,88.51
12,neg,1,22.28,91.6
12,neg,1,22.28,91.57
12,pos,1,22.28,91.54
12,pos,1,22.28,91.51
12,neg,1,22.28,91.48
12,pos,1,22.28,91.45
12,neg,1,22.28,91.42
12,neg,0,22.28,91.39
12,neg,1,22.28,91.36
12,neg,1,22.28,91.33
12,neg,1,22.28,91.3
12,neg,1,22.28,91.27
12,neg,1,22.28,91.24
12,neg,1,22.28,91.21
12,neg,1,22.28,91.18
12,neg,1,22.28,91.15
12,neg,1,22.28,91.12
12,neg,1,22.28,91.09
12,neg,1,22.28,91.06
12,neg,1,22.28,91.03
12,neg,1,22.28,91
12,neg,1,22.28,90.97
12,neg,1,22.28,90.94
12,neg,1,22.28,90.91
12,neg,1,22.28,90.88
12,neg,1,22.28,90.85
12,neg,1,22.28,90.82
12,neg,1,22.28,90.79
12,neg,1,22.28,90.76
12,neg,1,22.28,90.73
12,neg,1,22.28,90.7
12,neg,1,22.28,90.67
12,neg,1,22.28,90.64
12,neg,1,22.28,90.61
13,pos,1,22.28,90.58
13,pos,1,22.28,90.55
13,neg,1,22.28,90.52
13,pos,1,22.28,90.49
13,pos,1,22.28,90.46
13,pos,1,22.28,90.43
13,neg,1,22.28,90.4
13,neg,1,22.28,90.37
13,neg,1,22.28,90.34
13,pos,1,22.28,90.31
13,neg,1,22.28,90.28
13,neg,1,22.28,90.25
13,neg,0,22.28,90.22
13,pos,1,22.28,90.19
13,pos,1,22.28,90.16
13,neg,1,22.28,90.13
13,pos,1,22.28,90.1
13,neg,1,22.28,90.07
13,neg,1,22.28,90.04
13,neg,1,22.28,90.01
13,neg,1,22.28,89.98
13,pos,1,22.28,89.95
13,neg,1,22.28,89.92
13,neg,1,22.28,89.89
13,pos,1,22.28,89.86
13,neg,0,22.28,89.83
13,pos,1,22.28,89.8
13,neg,1,22.28,89.77
13,neg,1,22.28,89.74
13,pos,1,22.28,89.71
13,neg,1,22.28,89.68
13,neg,1,22.28,89.65
13,neg,1,22.28,89.62
13,neg,1,22.28,89.59
13,pos,1,22.28,89.56
13,neg,1,22.28,89.53
13,pos,0,22.28,89.5
13,neg,1,22.28,89.47
13,neg,1,22.28,89.44
13,neg,1,22.28,89.41
13,neg,1,22.28,89.38
13,neg,1,22.28,89.35
13,neg,1,22.28,89.32
13,neg,1,22.28,89.29
13,neg,1,22.28,89.26
13,neg,1,22.28,89.23
13,neg,1,22.28,89.2
13,neg,1,22.28,89.17
13,pos,1,22.28,89.14
13,,,22.28,89.11
13,,,22.28,89.08
13,,,22.28,89.05
13,,,22.28,89.02
13,,,22.28,88.99
13,,,22.28,88.96
13,,,22.28,88.93
14,pos,1,22.28,88.9
14,pos,1,22.28,88.87
14,pos,1,22.28,88.84
14,neg,1,22.28,88.81
14,pos,1,22.28,88.78
14,neg,1,22.28,88.75
14,neg,1,22.28,88.72
14,,,22.28,88.69
14,,,22.28,88.66
14,,,22.28,88.63
14,,,22.28,88.6
14,,,22.28,88.57
14,,,22.28,88.54
14,,,22.28,88.51
14,,,22.32,91.6
15,neg,1,22.32,91.57
15,pos,1,22.32,91.54
15,neg,0,22.32,91.51
15,neg,1,22.32,91.48
15,neg,1,22.32,91.45
15,pos,1,22.32,91.42
15,neg,1,22.32,91.39
15,neg,1,22.32,91.36
15,pos,1,22.32,91.33
15,neg,1,22.32,91.3
15,neg,1,22.32,91.27
15,neg,1,22.32,91.24
15,pos,1,22.32,91.21
15,neg,1,22.32,91.18
15,neg,1,22.32,91.15
15,neg,1,22.32,91.12
15,neg,1,22.32,91.09
15,neg,0,22.32,91.06
15,neg,1,22.32,91.03
15,pos,1,22.32,91
15,neg,1,22.32,90.97
15,neg,1,22.32,90.94
15,,,22.32,90.91
15,neg,1,22.32,90.88
15,,,22.32,90.85
15,,,22.32,90.82
15,,,22.32,90.79
15,,,22.32,90.76
16,neg,1,22.32,90.73
16,pos,1,22.32,90.7
16,,,22.32,90.67
16,neg,1,22.32,90.64
16,neg,1,22.32,90.61
16,pos,1,22.32,90.58
16,neg,1,22.32,90.55
16,pos,1,22.32,90.52
16,neg,1,22.32,90.49
16,pos,1,22.32,90.46
16,pos,0,22.32,90.43
16,neg,1,22.32,90.4
16,neg,1,22.32,90.37
16,neg,1,22.32,90.34
16,,,22.32,90.31
16,pos,1,22.32,90.28
16,neg,1,22.32,90.25
16,neg,1,22.32,90.22
16,neg,1,22.32,90.19
17,neg,1,22.32,90.16
17,neg,1,22.32,90.13
17,neg,1,22.32,90.1
17,neg,1,22.32,90.07
17,pos,0,22.32,90.04
17,neg,1,22.32,90.01
17,neg,0,22.32,89.98
17,neg,1,22.32,89.95
17,neg,1,22.32,89.92
17,,,22.32,89.89
17,neg,1,22.32,89.86
17,neg,1,22.32,89.83
17,neg,1,22.32,89.8
17,neg,1,22.32,89.77
17,neg,1,22.32,89.74
17,neg,1,22.32,89.71
17,pos,1,22.32,89.68
17,neg,1,22.32,89.65
17,neg,1,22.32,89.62
17,neg,1,22.32,89.59
17,neg,1,22.32,89.56
17,neg,1,22.32,89.53
17,neg,1,22.32,89.5
17,,,22.32,89.47
17,neg,1,22.32,89.44
17,neg,1,22.32,89.41
17,neg,1,22.32,89.38
17,neg,1,22.32,89.35
17,neg,1,22.32,89.32
17,neg,1,22.32,89.29
17,pos,0,22.32,89.26
17,pos,0,22.32,89.23
17,neg,1,22.32,89.2
17,neg,1,22.32,89.17
17,neg,1,22.32,89.14
17,neg,1,22.32,89.11
17,neg,1,22.32,89.08
17,,,22.32,89.05
17,,,22.32,89.02
17,,,22.32,88.99
17,,,22.32,88.96
17,,,22.32,88.93
18,pos,0,22.32,88.9
18,neg,1,22.32,88.87
18,pos,1,22.32,88.84
18,pos,1,22.32,88.81
18,neg,1,22.32,88.78
18,neg,0,22.32,88.75
18,pos,0,22.32,88.72
18,neg,1,22.32,88.69
18,neg,1,22.32,88.66
18,neg,1,22.32,88.63
18,neg,1,22.32,88.6
18,neg,1,22.32,88.57
18,neg,1,22.32,88.54
18,pos,1,22.32,88.51
18,neg,1,22.36,91.6
18,,,22.36,91.57
18,pos,1,22.36,91.54
18,pos,1,22.36,91.51
18,pos,1,22.36,91.48
18,pos,0,22.36,91.45
18,neg,1,22.36,91.42
18,pos,1,22.36,91.39
18,neg,1,22.36,91.36
18,pos,1,22.36,91.33
18,neg,1,22.36,91.3
18,pos,1,22.36,91.27
18,neg,1,22.36,91.24
18,pos,1,22.36,91.21
18,pos,1,22.36,91.18
18,neg,1,22.36,91.15
18,pos,1,22.36,91.12
